id,title,director_id,length,trailer_url,mpaa_rating,release_date,imdb_votes,release_year,adult,backdrop_path,budget,overview,tmdb_popularity,poster_path,revenue,tagline,tmdb_vote_average,tmdb_vote_count,imdb_id,tmdb_id,created_at,updated_at,awards,metascore,imdb_rating,Actor1,Actor 2,Actor 3,Actor 4,Director,Writer,Writer2,Income,Genre,Genre2,Studio,Studio2,Language,Language2,Country,Country2
1080,Monty Python's Life of Brian (1979),,94,,R,1979-08-16 00:00:00 UTC,231,1979,false,/wMPlmw0fM1B94XugcuaKGB96Vsd.jpg,4000000,"A brilliant parody from the British comedy group Monty Python about the history of (not Jesus but the boy born right next door to The Manger, Brian). A Terry Jones directed film from 1979 that has since gained cult status. What many fans don't know is that this movie might never have happened if not for the financial assistance of George Harrison (of The Beatles).",1,/wEgm6iVOD4afMlEo1VGi3Yz0cmd.jpg,20045115,He wasn't the messiah. He was a very naughty boy.,7,413,79470,583,2015-04-22 18:06:59 UTC,2015-04-22 18:43:50 UTC,N/A,75,8,Graham Chapman,John Cleese,Terry Gilliam,Eric Idle,Terry Jones,Graham Chapman,John Cleese,401.12787499999996,Comedy,NA,Handmade Films Ltd.,Python (Monty) Pictures Limited,English,NA,United Kingdom,NA
1081,Victor/Victoria (1982),,132,,PG,1982-04-25 00:00:00 UTC,13,1982,false,/zVK5QUQExB6hGpdDfRlDe0jTUrN.jpg,0,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life.",0,/fScfgXrT6ydNpJ5z9LMZ041XO2h.jpg,28215453,The disguise surprise comedy of the year!,6,21,84865,12614,2015-04-22 18:06:59 UTC,2015-04-22 18:43:50 UTC,Won 1 Oscar. Another 12 wins & 13 nominations.,0,7,Julie Andrews,James Garner,Robert Preston,Lesley Ann Warren,Blake Edwards,Blake Edwards ,Hans Hoemburg ,0.0,Comedy,Romance,Metro-Goldwyn-Mayer (MGM),Peerford Ltd.,English,Français,United States of America,United Kingdom
1083,"Great Race, The (1965)",,160,,APPROVED,1965-07-01 00:00:00 UTC,11,1965,false,/lOucH9IjUzMkm4iulsooJU0Uwyt.jpg,0,"Professional daredevil and white-suited hero, The Great Leslie, convinces turn-of-the-century auto makers that a race from New York to Paris (westward across America, the Bering Straight and Russia) will help to promote automobile sales. Leslie's arch-rival, the mustached and black-attired Professor Fate vows to beat Leslie to the finish line in a car of Fate's own invention.",0,/nc6FRAVC4a8o4podiFy2P5qI9ul.jpg,25333333,"The movie with 20,000-mile or one-million-laughs guarantee!",7,12,59243,11575,2015-04-22 18:06:59 UTC,2015-04-22 18:43:51 UTC,Won 1 Oscar. Another 3 wins & 12 nominations.,0,7,Jack Lemmon,Tony Curtis,Natalie Wood,Peter Falk,Blake Edwards,Arthur A. Ross ,Blake Edwards ,0.0,Comedy,Musical,Warner Bros. Pictures,NA,English,Italiano,United States of America,NA
1084,Bonnie and Clyde (1967),,111,,APPROVED,1967-08-04 00:00:00 UTC,72,1967,false,/lQPMBJ1rm9Qk0cHd1C1lAbJcXJj.jpg,2500000,Bonnie and Clyde is based on the true stories of the gangster pair Bonnie Parker and Clyde Barrow who in the 1930s began robbing banks in U.S. cities until they were eventually killed. The film is a major landmark in the aesthetic movement known as the New Hollywood.,0,/isuVmlzVtJVUqySAmkjLB4kXdNm.jpg,50700000,They’re young… they’re in love… and they kill people.,7,57,61418,475,2015-04-22 18:06:59 UTC,2015-04-22 18:43:51 UTC,Won 2 Oscars. Another 23 wins & 22 nominations.,81,7,Warren Beatty,Faye Dunaway,Michael J. Pollard,Gene Hackman,Arthur Penn,David Newman,Robert Benton,1928.0,Drama,Crime,Warner Brothers/Seven Arts,Tatira-Hiller Productions,English,NA,United States of America,NA
1088,Dirty Dancing (1987),,100,,PG-13,1987-08-20 00:00:00 UTC,121,1987,false,/ngDmpFRzNGr9XMtKchhBZjt4DLH.jpg,6000000,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances ""Baby"" Houseman is surprised to find herself stepping into the shoes of a professional hoofer -- and unexpectedly falling in love. The object of her affection? The resort's free-spirited dance instructor.",1,/zMHIZHxKv6kdE3JFQqZFqj7OswK.jpg,213954274,Have the time of your life.,6,275,92890,88,2015-04-22 18:06:59 UTC,2015-04-22 18:43:51 UTC,Won 1 Oscar. Another 12 wins & 6 nominations.,65,6,Jennifer Grey,Patrick Swayze,Jerry Orbach,Cynthia Rhodes,Emile Ardolino,Eleanor Bergstein,NA,3465.9045666666666,Romance,Drama,Great American Films Limited Partnership,Vestron Pictures,English,NA,United States of America,NA
1089,Reservoir Dogs (1992),,99,,R,1992-06-25 00:00:00 UTC,548,1992,false,/gjOiE5EYH5sqcJYlSDZnVWRMgNV.jpg,1200000,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",2,/4ctv9pxKpwjTFevWQbvaqXkXbPF.jpg,14661007,Every dog has his day.,7,809,105236,500,2015-04-22 18:06:59 UTC,2015-04-22 18:43:51 UTC,12 wins & 10 nominations.,78,8,Harvey Keitel,Tim Roth,Michael Madsen,Chris Penn,Quentin Tarantino,Quentin Tarantino,Roger Avary ,1121.7505833333335,Crime,Thriller,Live Entertainment,Dog Eat Dog Productions Inc.,English,NA,United States of America,NA
1090,Platoon (1986),,120,,R,1986-12-18 00:00:00 UTC,251,1986,false,/ufqPsRItWyFzdFz3MevDkxRF8pT.jpg,6000000,"Chris Taylor, a young, naive recruit in Vietnam, faces a moral crisis when confronted with the horrors of war and the duality of man.",2,/sYPOQI57JVNmjiLI3KeZ5KA8O9i.jpg,138530565,The first casualty of war is innocence.,7,342,91763,792,2015-04-22 18:06:59 UTC,2015-04-22 18:43:51 UTC,Won 4 Oscars. Another 22 wins & 10 nominations.,0,8,Tom Berenger,Keith David,Willem Dafoe,Forest Whitaker,Oliver Stone,Oliver Stone,NA,2208.8427500000003,Drama,War,Orion Pictures,Hemdale Film Corporation,English,Tiếng Việt,United States of America,United Kingdom
1091,Weekend at Bernie's (1989),,97,,N/A,1989-07-05 00:00:00 UTC,34,1989,false,/hXr1ZnYmznDXimnwC6JZRh7FgON.jpg,6500000,"Two friends are invited for a weekend to a luxury island with their boss. The boss gets shot and nobody seems to notice, except for the two friends. In order not to become suspects of murder they treat the body as a puppet and make people believe he's still alive. The killer wants to do his job so when he is informed that the stiff is still alive he's got to shoot him again, and again, and again.",1,/h3hjMREZEUPtDkZBiYDzLq0THk0.jpg,30218387,"Bernie may be dead, but he's still the life of the party!",6,34,98627,8491,2015-04-22 18:06:59 UTC,2015-04-22 18:43:51 UTC,1 nomination.,0,6,Andrew McCarthy,Jonathan Silverman,Catherine Mary Stewart,Terry Kiser,Ted Kotcheff,Robert Klane,NA,364.89826153846155,Comedy,NA,20th Century Fox,Gladden Entertainment,English,NA,United States of America,NA
1092,Basic Instinct (1992),,127,,R,1992-03-20 00:00:00 UTC,118,1992,false,/bKdxJMqvr4wltzAQaieA6CTkaa9.jpg,49000000,"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved.",1,/vGBtnm9clhAjLp3D3dky7zFTQBA.jpg,352927224,A brutal murder. A brilliant killer. A cop who can't resist the danger.,6,193,103772,402,2015-04-22 18:06:59 UTC,2015-04-22 18:43:51 UTC,Nominated for 2 Oscars. Another 5 wins & 16 nominations.,41,6,Michael Douglas,Sharon Stone,George Dzundza,Jeanne Tripplehorn,Paul Verhoeven,Joe Eszterhas,NA,620.2596408163265,Crime,Thriller,TriStar Pictures,Carolco Pictures,English,NA,United States of America,France
1094,"Crying Game, The (1992)",,112,,R,1992-09-02 00:00:00 UTC,37,1992,false,/6ACKoaB0vIVopK7rTO3DjWpNcH8.jpg,3705538,"Irish Republican Army member Fergus (Stephen Rea) forms an unexpected bond with Jody (Forest Whitaker), a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude (Miranda Richardson) and Maguire (Adrian Dunbar). Jody makes Fergus promise he'll visit his girlfriend, Dil (Jaye Davidson), in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",0,/9Qqk3svM0I9QuabOPDNrJZdv3XJ.jpg,62548947,Play At Your Own Risk.,6,22,104036,11386,2015-04-22 18:06:59 UTC,2015-04-22 18:43:51 UTC,Won 1 Oscar. Another 27 wins & 27 nominations.,90,7,Forest Whitaker,Miranda Richardson,Stephen Rea,Adrian Dunbar,Neil Jordan,Neil Jordan,NA,1587.9855772630049,Romance,Drama,Miramax Films,Channel Four Films,English,NA,United Kingdom,NA
1095,Glengarry Glen Ross (1992),,100,,R,1992-09-16 00:00:00 UTC,67,1992,false,/mMxKHQvRQWdak5AQdi0pCHKNVPJ.jpg,12500000,"Glengarry Glen Ross, follows the lives of four unethical Chicago real estate agents who are prepared to go to any lengths (legal or illegal) to unload undesirable real estate on unwilling prospective buyers.",0,/4YgCTLcHEIeGyzrKpwz93rORb8l.jpg,10725228,Lie. Cheat. Steal. All in a day’s work.,7,45,104348,9504,2015-04-22 18:06:59 UTC,2015-04-22 18:43:51 UTC,Nominated for 1 Oscar. Another 5 wins & 6 nominations.,80,7,Al Pacino,Jack Lemmon,Alec Baldwin,Alan Arkin,James Foley,David Mamet ,David Mamet ,-14.198176000000002,Drama,NA,New Line Cinema,NA,English,NA,United States of America,NA
1097,E.T. the Extra-Terrestrial (1982),,115,,PG,1982-06-11 00:00:00 UTC,247,1982,false,/cILxpoay7vKrQ9LBleWyZ92PY3o.jpg,10500000,A science fiction fairytale about an extra-terrestrial who is left behind on Earth and is found by a young boy who befriends him. This heart-warming fantasy from Director Steven Spielberg became one of the most commercially successful films of all time.,2,/hrO4FIo4zSyYo9uv6AXenOoZIUf.jpg,792910554,He is afraid. He is alone. He is three million light years from home.,6,808,83866,601,2015-04-22 18:06:59 UTC,2015-04-22 18:43:51 UTC,Won 4 Oscars. Another 50 wins & 28 nominations.,94,7,Dee Wallace,Henry Thomas,Peter Coyote,Robert MacNaughton,Steven Spielberg,Melissa Mathison,NA,7451.529085714285,Children,Drama,Universal Pictures,Amblin Entertainment,English,NA,United States of America,NA
1100,Days of Thunder (1990),,107,,PG-13,1990-06-27 00:00:00 UTC,53,1990,false,/bE2MZM5QAKbcwSzcmlxvRzHJ4tj.jpg,60000000,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",0,/75Yg43XRrjflm3xIeCxQompV9Qi.jpg,157920733,You can't stop the thunder.,5,76,99371,2119,2015-04-22 18:06:59 UTC,2015-04-22 18:43:52 UTC,Nominated for 1 Oscar. Another 1 win.,60,5,Tom Cruise,Nicole Kidman,Robert Duvall,Randy Quaid,Tony Scott,Robert Towne ,Tom Cruise ,163.20122166666667,Romance,Drama,Paramount Pictures,Don Simpson/Jerry Bruckheimer Films,English,NA,United States of America,NA
1101,Top Gun (1986),,110,,PG,1986-05-16 00:00:00 UTC,191,1986,false,/9GyBSsMiGkPSk4OESIYZuedijBI.jpg,15000000,"For Lieutenant Pete Mitchell and his friend and Co-Pilot Nick Bradshaw being accepted into an elite training school for fighter pilots is a dream come true.  A tragedy, as well as personal demons, threaten Pete's dreams of becoming an Ace pilot.",1,/orGXnBKfT41LxZhitLkXhqUfJJW.jpg,356830601,Up there with the best of the best.,6,605,92099,744,2015-04-22 18:06:59 UTC,2015-04-22 18:43:52 UTC,Won 1 Oscar. Another 9 wins & 5 nominations.,0,6,Tom Cruise,Kelly McGillis,Val Kilmer,Anthony Edwards,Tony Scott,Jim Cash,Jack Epps Jr.,2278.8706733333333,Romance,Action,Paramount Pictures,NA,English,NA,United States of America,NA
1102,American Strays (1996),,97,,R,1996-09-12 00:00:00 UTC,528,1996,false,/5FTlsw9jYR6TMTyHgNFYkLGgILn.jpg,0,"The desert can be a lonely place for the people who live there or for those who are traveling through. It is also the teller of different stories including the story of a traveling salesman whose only commodity is death and the story of a young man who finds that the death that he wishes for is difficult to find. Others are just traveling through, on their way to another place when they stop to eat at Red's Desert Oasis. The food may not be great, and the waitress may be surly, but those who stopped at Red's will find that they are involved in the showdown of their life.",0,/iJTCKWGPaNyRTu2GFFDeoCQxUYe.jpg,1910,"",5,3,115531,136311,2015-04-22 18:06:59 UTC,2015-04-22 18:44:21 UTC,N/A,0,5,Scott Plank,Melora Walters,John Savage,Brion James,Michael Covert,Michael Covert,NA,0.0,Action,NA,NA,NA,English,NA,NA,NA
1104,"Streetcar Named Desire, A (1951)",,125,,PG,1951-09-18 00:00:00 UTC,69,1951,false,/oZegSV3hm1SRq7yMsmWaGi41qQI.jpg,1800000,A Streetcar Named Desire is the film adaptation from the play by Tennessee Williams and directed by Elia Kazan. The film tells the drama story of the conflict between run down southern states and the exemplary industrial states in the north.  Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,1,/93bUqJRlE2ZHQ8v4f0IRd0V9M03.jpg,8000000,"...Blanche, who wanted so much to stay a lady...",6,31,44081,702,2015-04-22 18:06:59 UTC,2015-04-22 18:44:21 UTC,Won 4 Oscars. Another 14 wins & 14 nominations.,0,8,Vivien Leigh,Marlon Brando,Kim Hunter,Karl Malden,Elia Kazan,Tennessee Williams ,Oscar Saul ,344.44444444444446,Drama,NA,Warner Bros. Pictures,NA,English,NA,United States of America,NA
1120,"People vs. Larry Flynt, The (1996)",,129,,R,1996-10-13 00:00:00 UTC,66,1996,false,/u4p68fTYXV7HyJuEbwYvZ8TNe3K.jpg,36000000,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.",0,/9F1eO4vH7yseGQEovIkXOm3Hrtq.jpg,20191000,"You may not like what he does, but are you prepared to give up his right to do it?",6,48,117318,1630,2015-04-22 18:06:59 UTC,2015-04-22 18:44:22 UTC,Nominated for 2 Oscars. Another 28 wins & 20 nominations.,79,7,Woody Harrelson,Courtney Love,Edward Norton,Brett Harrelson,Milos Forman,Scott Alexander,Larry Karaszewski,-43.91388888888889,Comedy,Drama,Sony Pictures,NA,English,NA,United States of America,NA
1124,On Golden Pond (1981),,109,,PG,1981-12-04 00:00:00 UTC,19,1981,false,/5iU8AVqS4vAD8YPdofPm3ZXYPMr.jpg,0,"The loons are back again on Golden Pond and so are Norman Thayer, a retired professor, and Ethel who have had a summer cottage there since early in their marriage. This summer their daughter Chelsea -- whom they haven't seen for years -- feels she must be there for Norman's birthday. She and her fiance are on their way to Europe the next day but will be back in a couple of weeks to pick up the fiance's son. When she returns Chelsea is married and her stepson has the relationship with her father that she always wanted. Will father and daughter be able to communicate at last?",0,/h88NQA1slcXmdmUKBjyymAEV8sS.jpg,19255967,"",6,11,82846,11816,2015-04-22 18:06:59 UTC,2015-04-22 18:44:22 UTC,Won 3 Oscars. Another 14 wins & 20 nominations.,0,7,Katharine Hepburn,Henry Fonda,Jane Fonda,Doug McKeon,Mark Rydell,Ernest Thompson ,Ernest Thompson ,0.0,Drama,NA,Universal Pictures,NA,English,NA,United States of America,NA
1125,"Return of the Pink Panther, The (1975)",,113,,G,1975-05-21 00:00:00 UTC,17,1975,false,/maFfI7GsXCZDgfcXV8Dpz2coydX.jpg,5000000,"That famous jewel, The Pink Panther, has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources - himself and his oriental manservant - to reveal the true identity of 'The Phantom'.",0,/zmUzVu8WmHsH0gtVqWCtftar5kW.jpg,41833347,"",6,28,72081,11843,2015-04-22 18:06:59 UTC,2015-04-22 18:44:22 UTC,Nominated for 3 Golden Globes. Another 2 wins & 2 nominations.,0,7,Peter Sellers,Christopher Plummer,Catherine Schell,Herbert Lom,Blake Edwards,Frank Waldman ,Blake Edwards ,736.6669400000001,Comedy,Crime,United Artists,Incorporated Television Company (ITC),English,NA,United Kingdom,NA
1127,"Abyss, The (1989)",,139,,PG-13,1989-08-08 00:00:00 UTC,117,1989,false,/5mE9rLSjtjGdl1q2tSsqMAydE4F.jpg,70000000,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",1,/kRP5dGXDhKt7bDpXX4YBa4dRwlL.jpg,90000098,"There's everything you've ever known about adventure, and then there's The Abyss.",6,232,96754,2756,2015-04-22 18:06:59 UTC,2015-04-22 18:44:22 UTC,Won 1 Oscar. Another 4 wins & 13 nominations.,62,7,Ed Harris,Mary Elizabeth Mastrantonio,Michael Biehn,Leo Burmester,James Cameron,James Cameron,NA,28.571568571428575,Adventure,Action,20th Century Fox,Lightstorm Entertainment,English,NA,United States of America,NA
1128,"Fog, The (1980)",,89,,R,1980-02-08 00:00:00 UTC,40,1980,false,/ypH2cyD9FqYerdjYtlCQvobfH5M.jpg,1000000,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",0,/u9wAIHya0BHJvGJh3mBPr010U7C.jpg,21378361,Lock your doors. Bolt your windows. There's something in THE FOG!,6,43,80749,790,2015-04-22 18:06:59 UTC,2015-04-22 18:44:22 UTC,1 win & 2 nominations.,0,6,Adrienne Barbeau,Jamie Lee Curtis,Janet Leigh,John Houseman,John Carpenter,John Carpenter,Debra Hill,2037.8361000000002,Horror,NA,AVCO Embassy Pictures,EDI,English,NA,United States of America,NA
1129,Escape from New York (1981),,99,,R,1981-06-24 00:00:00 UTC,78,1981,false,/iSi3OJKSPNknaxSvjpOa6c38Xgn.jpg,6000000,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.",1,/tDM7KAAPlyqCsFEX6mQQ5B0mg2Y.jpg,50000000,1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.,6,156,82340,1103,2015-04-22 18:06:59 UTC,2015-04-22 18:44:22 UTC,4 nominations.,0,7,Kurt Russell,Lee Van Cleef,Ernest Borgnine,Donald Pleasence,John Carpenter,John Carpenter,Nick Castle,733.3333333333333,Adventure,Action,AVCO Embassy Pictures,Goldcrest Films International,English,NA,United States of America,United Kingdom
1136,Monty Python and the Holy Grail (1975),,91,,PG,1975-03-13 00:00:00 UTC,328,1975,false,/6fqmcCVci3cSBCgJw8NGXE4ST8G.jpg,400000,"Monty Python and the Holy Grail loosely follows the legend of King Arthur. Arthur along with his squire, Patsy, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",2,/jRx1nDUA4sb2NEKQaukXKBz6pCf.jpg,5028948,And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.,7,546,71853,762,2015-04-22 18:06:59 UTC,2015-04-22 18:44:52 UTC,1 win & 2 nominations.,90,8,Graham Chapman,John Cleese,Eric Idle,Terry Gilliam,"Terry Gilliam, Terry Jones",Graham Chapman,John Cleese,1157.2369999999999,Adventure,Comedy,Python (Monty) Pictures Limited,Michael White Productions,English,Français,United Kingdom,NA
1145,Snowriders (1996),,96,,UNRATED,1996-10-17 00:00:00 UTC,43,1996,false,,0,"Spectacular shots of snowcapped peaks and extreme skiers gracefully defying gravity, not to mention common sense, are the highlights of this entertaining video from the venerable guru of skiing movies, Warren Miller. Sparing no expense, Miller's film crews span the globe, shooting snowboarders careening down absurdly steep Alaskan peaks, ski guides helicoptering to remote slopes in British Columbia, and hardy (and uninhibited) Scotsmen who boldly catch some ""big air"" in kilts. This video is fraught with offbeat humor, including shots of a snowshoe race that could have been filmed by Mack Sennett, and footage of ""face jumping,"" the oddball diversion of hurling oneself off Alpine glaciers and parachuting to earth. Miller's gentle narration, replete with trademark corny remarks reminiscent of old movie newsreels, mixes with a musical soundtrack of contemporary rock that is often uncannily synched with the astounding footage of extreme skiing.",0,/4tyTRljtl26p16PU8xVk3wAq4Kf.jpg,2035470,Man Wasn't Meant To Fly... Until Now!,0,0,117677,79306,2015-04-22 18:06:59 UTC,2015-04-22 18:44:52 UTC,N/A,0,7,Paul Miller,Warren Miller,Travis Ramos,Brad Vancour,"Kurt Miller, Peter Speek",Warren Miller,NA,0.0,Documentary,NA,Warren Miller Entertainment,NA,English,NA,NA,NA
1169,American Dream (1990),,98,,N/A,1990-09-28 00:00:00 UTC,578,1990,false,/y0FeQrlcwIbMvcx2bSSCWm0Swf5.jpg,0,"Chronicles the six-month strike at Hormel in Austin, Minnesota, in 1985-86. The local union, P-9 of the Food and Commercial Workers, overwhelmingly rejects a contract offer with a $2/hour wage cut. They strike and hire a New York consultant to manage a national media campaign against Hormel. Despite support from P-9's rank and file, FCWU's international disagrees with the strategy. In addition to union-company tension, there's union-union in-fighting. Hormel holds firm; scabs, replacement workers, brothers on opposite sides, a union coup d'état, and a new contract materialize. The film asks, was it worth it, or was the strike a long-term disaster for organized labor?",0,/oi2vKZROaDoJpt1vvKXeQOTKlNK.jpg,269823,"The award-winning film of American lives, American courage, and the...",0,0,99028,41326,2015-04-22 18:07:00 UTC,2015-04-22 18:45:21 UTC,Won 1 Oscar. Another 10 wins & 1 nomination.,0,7,Jesse Jackson,Juan Munoz,Ray Rogers,Nina Xining Zuo,"Barbara Kopple, Cathy Caplan, Thomas Haneke, Lawrence Silk",N/A,NA,0.0,Documentary,NA,NA,NA,English,NA,United States of America,United Kingdom
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),,124,,R,1988-11-17 00:00:00 UTC,125,1988,false,/tVi83ttAeyMJinYpy6xfgJSpzvP.jpg,0,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",1,/hYzCLju3W74nLhhRXfPkwDi1Tun.jpg,11990401,"A celebration of youth, friendship, and the everlasting magic of the movies.",7,237,95765,11216,2015-04-22 18:07:00 UTC,2015-04-22 18:45:22 UTC,Won 1 Oscar. Another 20 wins & 22 nominations.,80,8,Antonella Attili,Enzo Cannavale,Isa Danieli,Leo Gullotta,Giuseppe Tornatore,Giuseppe Tornatore ,Giuseppe Tornatore ,0.0,Drama,NA,Cristaldifilm S.r.l.,Les Films Ariane,English,Italiano,France,Italy
1175,Delicatessen (1991),,99,,R,1991-04-17 00:00:00 UTC,60,1991,false,/uaybyb5PuxIHrEhUAEnS4z4tK6H.jpg,4000000,This bizarre surrealistic black comedy takes place in a small fictitious post-apocalyptic town where food is scarce and butcher Clapet has the macabre business of using human flesh to feed his customers. Yet when his daughter falls in love with his next slaughter victim things turn into chaos.,0,/xO0DIw8PdkzKKyL1XiCQiEUkQJd.jpg,13760640,A futuristic comic feast.,7,74,101700,892,2015-04-22 18:07:00 UTC,2015-04-22 18:45:22 UTC,Nominated for 1 BAFTA Film Award. Another 13 wins & 10 nominations.,66,7,Pascal Benezech,Dominique Pinon,Marie-Laure Dougnac,Jean-Claude Dreyfus,"Marc Caro, Jean-Pierre Jeunet",Gilles Adrien ,Gilles Adrien ,244.01600000000002,Comedy,Romance,Hachette Première,Union Générale Cinématographique (UGC),Français,NA,France,NA
1177,Enchanted April (1992),,95,,PG,1991-11-06 00:00:00 UTC,4,1991,false,/jKoHtz1u3Nj2jbxaXj1Ei3OjJTl.jpg,0,"Two proper Englishwomen, determined to get away from their drab lives and inattentive husbands, find paradise in the serene countryside of the Italian Riviera. When the pair rent a magnificent villa for a month, they share expenses with two unlikely companions - an austere widow and a bored socialite. At first, personalities clash, but the hideaway holds a special magic that soon sparks friendships and reminds the women of ways to live and love that have long eluded them.",0,/wy8DWQ5qqrMXhke1czUajZKR0ND.jpg,13200170,"It's April in Italy, and anything can happen...even love.",6,7,101811,26561,2015-04-22 18:07:00 UTC,2015-04-22 18:45:22 UTC,Nominated for 3 Oscars. Another 6 wins & 3 nominations.,0,7,Josie Lawrence,Miranda Richardson,Alfred Molina,Neville Phillips,Mike Newell,Elizabeth von Arnim ,Peter Barnes,0.0,Romance,Drama,Miramax Films,BBC Films,English,Italiano,United Kingdom,NA
1179,"Grifters, The (1990)",,110,,N/A,1990-09-14 00:00:00 UTC,18,1990,false,/oGnk5663Pxcp9RCR5yuf9LxsqqO.jpg,0,"A young short-con grifter suffers both injury and the displeasure of reuniting with his criminal mother, all the while dating an unpredictable young lady.",0,/uyaZkvfe907W8zH6QonaFjPxJ63.jpg,13446769,Seduction. Betrayal. Murder. Who's conning who?,6,24,99703,18129,2015-04-22 18:07:00 UTC,2015-04-22 18:45:22 UTC,Nominated for 4 Oscars. Another 16 wins & 5 nominations.,86,7,Anjelica Huston,John Cusack,Annette Bening,Jan Munroe,Stephen Frears,Jim Thompson ,Donald E. Westlake ,0.0,Drama,Crime,Miramax Films,Cineplex-Odeon Films,English,NA,United States of America,NA
1183,"English Patient, The (1996)",,162,,R,1996-11-14 00:00:00 UTC,125,1996,false,/mn1GTWYUpWs7jQnI6C0PJsqa8UI.jpg,27000000,The filmed version of the novel by Michael Ondaatje of the same name. This film tells of love stories during the turbulent times of World War 2. Director Anthony Minghella films the biography of Ladislaus Almasy.,1,/niqc0v3Lclh99Mmmxm49qZTIo2e.jpg,231700000,"In love, there are no boundaries.",7,104,116209,409,2015-04-22 18:07:00 UTC,2015-04-22 18:45:22 UTC,Won 9 Oscars. Another 51 wins & 49 nominations.,87,7,Ralph Fiennes,Juliette Binoche,Willem Dafoe,Kristin Scott Thomas,Anthony Minghella,Michael Ondaatje ,Anthony Minghella ,758.1481481481482,Romance,Drama,Miramax Films,Tiger Moth Productions,English,Deutsch,United States of America,United Kingdom
1188,Strictly Ballroom (1992),,94,,PG,1992-08-20 00:00:00 UTC,18,1992,false,/faB9N2gQlb2qSbCL00FJ3BNigbW.jpg,3000000,"Brave new steps put Scott's career in jeopardy. With a new partner and determination, can he still succeed?",0,/9Dxn9rQWkWgUVJV2hCBa0DgjXFp.jpg,33946224,A life lived in fear... ...is a life half lived,5,20,105488,10409,2015-04-22 18:07:00 UTC,2015-04-22 18:45:22 UTC,Nominated for 1 Golden Globe. Another 19 wins & 11 nominations.,72,7,Paul Mercurio,Tara Morice,Bill Hunter,Pat Thomson,Baz Luhrmann,Baz Luhrmann ,Baz Luhrmann ,1031.5408,Comedy,Romance,NA,NA,English,Español,Australia,NA
1192,Paris Is Burning (1990),,71,,N/A,1990-03-13 00:00:00 UTC,2,1990,false,/hsX4xo9KTQ1otPuHH66Mqb8rRBr.jpg,500000,"Paris Is Burning is a 1990 documentary (directeor Jennie Livingston) filmed in the mid-to-late 1980s, chronicling the ball culture of New York City and the poor, African American and Latino gay and transgendered community involved in it. Many consider Paris Is Burning to be an invaluable documentary of the end of the ""Golden Age"" of New York City drag balls and exploration of queer culture",0,/xa9CqcwnCuuOqefKunKHQbOreUf.jpg,3779620,"",7,10,100332,31225,2015-04-22 18:07:00 UTC,2015-04-22 18:45:22 UTC,14 wins & 1 nomination.,0,8,André Christian,Dorian Corey,Paris Duprée,David The Father Xtravaganza,Jennie Livingston,N/A,NA,655.924,Documentary,NA,NA,NA,English,NA,United States of America,NA
